Case;VehCat;Year;TrafficScenario;Component;RoadCat;TrafficSit;Gradient;V_weighted;EFA_weighted;AmbientCondPattern;EFA_WTT_weighted;EFA_WTW_weighted
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;MW;URB/MW-Nat./130/Freeflow;0%;126.0387192;0.691112161;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;MW;URB/MW-Nat./130/St+Go;0%;17.9173069;0.702237129;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/MW-City/60/Freeflow;0%;62.73364258;0.284107268;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/MW-City/70/Freeflow;0%;69.43363953;0.299678445;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/MW-City/70/St+Go;0%;14.40634251;0.777034461;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/MW-City/80/Freeflow;0%;79.03369141;0.323035896;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/MW-City/80/St+Go;0%;15.47862244;0.761483669;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/MW-City/90/Freeflow;0%;88.4336319;0.346832454;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/MW-City/90/St+Go;0%;17.92142677;0.702829957;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/MW-City/110/Freeflow;0%;106.4404297;0.470205754;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/MW-City/110/St+Go;0%;17.92009163;0.702726781;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Trunk-Nat./70/Freeflow;0%;65.83330536;0.395705372;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Trunk-Nat./70/St+Go;0%;14.40634251;0.777164757;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Rural;URB/Trunk-Nat./80/Freeflow;0%;74.38513947;0.388114065;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Rural;URB/Trunk-Nat./80/St+Go;0%;15.47862244;0.759470165;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Rural;URB/Trunk-Nat./90/Freeflow;0%;86.32706451;0.36724788;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Rural;URB/Trunk-Nat./90/St+Go;0%;15.47718906;0.75951761;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Rural;URB/Trunk-Nat./110/Freeflow;0%;103.0809097;0.416200995;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Rural;URB/Trunk-Nat./110/St+Go;0%;17.91903877;0.701085448;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Trunk-City/50/Freeflow;0%;49.35814285;0.37824133;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Trunk-City/50/St+Go;0%;12.48864365;0.740667164;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Trunk-City/60/Freeflow;0%;57.20597076;0.41313383;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Trunk-City/70/Freeflow;0%;65.83330536;0.395705372;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Trunk-City/70/St+Go;0%;14.40634251;0.777164757;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Rural;URB/Trunk-City/80/Freeflow;0%;74.38513947;0.388114065;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Rural;URB/Trunk-City/80/St+Go;0%;15.47862244;0.759470165;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Rural;URB/Trunk-City/90/Freeflow;0%;86.32706451;0.36724788;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Rural;URB/Trunk-City/90/St+Go;0%;15.47718906;0.75951761;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Distr/30/Freeflow;0%;31.04371643;0.405280173;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Distr/30/St+Go;0%;9.621915817;0.795015275;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Distr/50/Freeflow;0%;42.95035934;0.419971079;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Distr/50/St+Go;0%;12.4886837;0.740690768;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Distr/70/Freeflow;0%;66.2744751;0.394637346;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Distr/70/St+Go;0%;14.40438175;0.777159274;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Rural;URB/Distr/80/Freeflow;0%;70.11459351;0.335913181;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Rural;URB/Distr/80/St+Go;0%;15.47901249;0.759432435;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Local/30/Freeflow;0%;30.15937805;0.435894579;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Local/30/St+Go;0%;9.621915817;0.795025408;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Local/50/Freeflow;0%;41.66276932;0.391192317;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Local/50/St+Go;0%;12.48864651;0.740698993;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Access/30/Freeflow;0%;28.9127121;0.447456151;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Access/30/St+Go;0%;9.621915817;0.795002639;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Access/50/Freeflow;0%;40.68198395;0.433715224;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;NOx;Urban;URB/Access/50/St+Go;0%;12.48868275;0.740690768;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);MW;RUR/MW/90/Freeflow;0%;92.81606293;119.4894257;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);MW;RUR/MW/90/St+Go;0%;17.9214344;203.3543243;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);MW;RUR/MW/110/Freeflow;0%;112.0320587;137.1576538;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);MW;RUR/MW/110/St+Go;0%;17.92020035;203.3091278;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);MW;RUR/MW/130/Freeflow;0%;132.6266937;164.6185455;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);MW;RUR/MW/130/St+Go;0%;17.92037392;203.3630981;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);MW;RUR/Semi-MW/90/Freeflow;0%;87.65538788;121.0575714;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);MW;RUR/Semi-MW/90/St+Go;0%;17.91944885;203.2706451;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);MW;RUR/Semi-MW/110/Freeflow;0%;106.9844055;136.6984406;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);MW;RUR/Semi-MW/110/St+Go;0%;17.91869164;203.3335724;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;RUR/Trunk/60/Freeflow;0%;62.06953812;109.5978241;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;RUR/Trunk/70/Freeflow;0%;71.1455307;121.6933136;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;RUR/Trunk/70/St+Go;0%;14.4061327;231.9426727;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;RUR/Trunk/90/Freeflow;0%;87.65538788;121.0575714;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;RUR/Trunk/90/St+Go;0%;15.47131538;218.8464355;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;RUR/Trunk/110/Freeflow;0%;106.9844055;136.6984406;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;RUR/Trunk/110/St+Go;0%;17.91869164;203.3335724;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;RUR/Distr/50/Freeflow;0%;48.93615341;112.353363;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;RUR/Distr/50/St+Go;0%;12.48864651;232.6433411;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;RUR/Distr/70/Freeflow;0%;66.9421463;111.5101776;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;RUR/Distr/70/St+Go;0%;14.40643024;231.9579163;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;RUR/Local/50/Freeflow;0%;46.53887558;130.7064056;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;RUR/Local/50/St+Go;0%;12.4857893;232.6131134;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;RUR/Local/70/Freeflow;0%;63.68587875;116.3991623;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;RUR/Local/70/St+Go;0%;14.40634251;231.9537354;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;RUR/Access/30/Freeflow;0%;33.693367;136.5274811;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;RUR/Access/30/St+Go;0%;9.621915817;258.7474365;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;RUR/Access/50/Freeflow;0%;43.89975739;127.6955948;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;RUR/Access/50/St+Go;0%;12.48863602;232.5775452;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./80/Freeflow;0%;79.03369141;111.7220612;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./80/St+Go;0%;15.47862244;218.880661;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./90/Freeflow;0%;88.4336319;117.213768;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./90/St+Go;0%;17.92142677;203.3431702;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./110/Freeflow;0%;106.4404297;136.2127075;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./110/St+Go;0%;17.92009163;203.3378601;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./130/Freeflow;0%;126.0387268;159.7692871;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./130/St+Go;0%;17.91732216;203.3340149;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/60/Freeflow;0%;62.73364258;104.7716904;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/Freeflow;0%;69.43363953;108.2667694;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/St+Go;0%;14.40634251;231.8024597;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/80/Freeflow;0%;79.03369141;111.7220612;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/80/St+Go;0%;15.47862244;218.880661;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/90/Freeflow;0%;88.4336319;117.213768;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/90/St+Go;0%;17.92142677;203.3431702;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/110/Freeflow;0%;106.4404297;136.2127075;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/110/St+Go;0%;17.92009163;203.3378601;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-Nat./70/Freeflow;0%;65.83330536;119.3881989;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-Nat./70/St+Go;0%;14.40634251;231.9973755;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;URB/Trunk-Nat./80/Freeflow;0%;74.38513947;120.250618;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;URB/Trunk-Nat./80/St+Go;0%;15.47862244;218.8970032;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;URB/Trunk-Nat./90/Freeflow;0%;86.32706451;120.3244019;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;URB/Trunk-Nat./90/St+Go;0%;15.47719288;218.8207703;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;URB/Trunk-Nat./110/Freeflow;0%;103.0809097;130.4101715;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;URB/Trunk-Nat./110/St+Go;0%;17.91904068;203.2766571;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/Freeflow;0%;49.35814285;125.2932663;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/St+Go;0%;12.48864365;232.6272278;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/60/Freeflow;0%;57.20602417;124.3771057;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/70/Freeflow;0%;65.83330536;119.3881989;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/70/St+Go;0%;14.40634251;231.9973755;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;URB/Trunk-City/80/Freeflow;0%;74.38513947;120.250618;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;URB/Trunk-City/80/St+Go;0%;15.47862244;218.8970032;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;URB/Trunk-City/90/Freeflow;0%;86.32706451;120.3244019;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;URB/Trunk-City/90/St+Go;0%;15.47719288;218.8207703;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Distr/30/Freeflow;0%;31.04371643;135.1231537;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Distr/30/St+Go;0%;9.621915817;258.7826538;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Distr/50/Freeflow;0%;42.95035934;137.4718018;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Distr/50/St+Go;0%;12.4886837;232.6545715;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Distr/70/Freeflow;0%;66.2744751;119.2259521;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Distr/70/St+Go;0%;14.40438557;231.9885864;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;URB/Distr/80/Freeflow;0%;70.11459351;113.4645996;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Rural;URB/Distr/80/St+Go;0%;15.47901249;218.8525238;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Local/30/Freeflow;0%;30.15937805;141.4510651;Ø/France - Avg;;
IDF_2021_VehCat_OnlyCar[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Local/30/St+Go;0%;9.621915817;258.8158569;Ø/France - Avg;;
