Case;VehCat;Year;TrafficScenario;Component;RoadCat;AmbientCondPattern;EFA_weighted;EFA_km_weighted;EFA_WTT_weighted;EFA_WTT_km_weighted;EFA_WTW_weighted;EFA_WTW_km_weighted
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;CH4;Urban;TØ,11-12h,0-1km;0.035661008;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;CH4;Urban;TØ,>12h,0-1km;0.036322348;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;CH4;Urban;TØ,0-1h,1-2km;0.006928488;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;CH4;Urban;TØ,1-2h,1-2km;0.017462067;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;CH4;Urban;TØ,2-3h,1-2km;0.022091892;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;CH4;Urban;TØ,3-4h,1-2km;0.025243493;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;CH4;Urban;TØ,4-5h,1-2km;0.027506318;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;CH4;Urban;TØ,5-6h,1-2km;0.028884323;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;CH4;Urban;TØ,6-7h,1-2km;0.030262323;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;CH4;Urban;TØ,7-8h,1-2km;0.031640328;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;CH4;Urban;TØ,8-9h,1-2km;0.033018317;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;CH4;Urban;TØ,9-10h,1-2km;0.034396328;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;CH4;Urban;TØ,10-11h,1-2km;0.035774332;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;CH4;Urban;TØ,11-12h,1-2km;0.037152335;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;CH4;Urban;TØ,>12h,1-2km;0.037841327;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,0-1h,0-1km;0.126470625;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,1-2h,0-1km;0.306340069;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,2-3h,0-1km;0.384884357;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,3-4h,0-1km;0.439289868;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,4-5h,0-1km;0.478414625;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,5-6h,0-1km;0.50238204;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,6-7h,0-1km;0.526349485;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,7-8h,0-1km;0.550317049;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,8-9h,0-1km;0.574284434;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,9-10h,0-1km;0.598251879;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,10-11h,0-1km;0.622219324;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,11-12h,0-1km;0.646186769;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,>12h,0-1km;0.6581707;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,0-1h,1-2km;0.132706508;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,1-2h,1-2km;0.333550394;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,2-3h,1-2km;0.420670182;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,3-4h,1-2km;0.480249614;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,4-5h,1-2km;0.52306211;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,5-6h,1-2km;0.549265921;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,6-7h,1-2km;0.575470328;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,7-8h,1-2km;0.601674616;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,8-9h,1-2km;0.627878726;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,9-10h,1-2km;0.654082894;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,10-11h,1-2km;0.680287182;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,11-12h,1-2km;0.706491232;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;NMHC;Urban;TØ,>12h,1-2km;0.719593465;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,0-1h,0-1km;2.00E-05;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,1-2h,0-1km;3.83E-05;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,2-3h,0-1km;5.73E-05;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,3-4h,0-1km;7.83E-05;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,4-5h,0-1km;9.95E-05;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,5-6h,0-1km;0.000121593;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,6-7h,0-1km;0.0001437;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,7-8h,0-1km;0.000165808;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,8-9h,0-1km;0.000187916;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,9-10h,0-1km;0.000210024;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,10-11h,0-1km;0.000232131;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,11-12h,0-1km;0.000254239;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,>12h,0-1km;0.000265399;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,0-1h,1-2km;3.28E-05;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,1-2h,1-2km;8.26E-05;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,2-3h,1-2km;0.000128769;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,3-4h,1-2km;0.000177569;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,4-5h,1-2km;0.000226641;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,5-6h,1-2km;0.000277005;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,6-7h,1-2km;0.00032737;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,7-8h,1-2km;0.000377735;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,8-9h,1-2km;0.0004281;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,9-10h,1-2km;0.000478464;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,10-11h,1-2km;0.000528829;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,11-12h,1-2km;0.000579194;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;SO2;Urban;TØ,>12h,1-2km;0.000604618;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,0-1h,0-1km;0.008125749;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,1-2h,0-1km;0.020372001;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,2-3h,0-1km;0.025800463;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,3-4h,0-1km;0.029494386;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,4-5h,0-1km;0.032145716;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,5-6h,0-1km;0.033756133;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,6-7h,0-1km;0.035366576;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,7-8h,0-1km;0.036977004;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,8-9h,0-1km;0.038587417;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,9-10h,0-1km;0.040197834;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,10-11h,0-1km;0.041808281;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,11-12h,0-1km;0.043418694;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,>12h,0-1km;0.044223901;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,0-1h,1-2km;0.00820081;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,1-2h,1-2km;0.020699304;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,2-3h,1-2km;0.02623087;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,3-4h,1-2km;0.029987145;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,4-5h,1-2km;0.032683;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,5-6h,1-2km;0.034320347;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,6-7h,1-2km;0.035957683;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,7-8h,1-2km;0.037595034;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,8-9h,1-2km;0.03923237;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,9-10h,1-2km;0.040869709;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,10-11h,1-2km;0.04250706;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,11-12h,1-2km;0.044144396;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;Benzene;Urban;TØ,>12h,1-2km;0.044963054;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,0-1h,0-1km;0.000476801;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,1-2h,0-1km;0.000858622;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,2-3h,0-1km;0.000954942;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,3-4h,0-1km;0.001075246;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,4-5h,0-1km;0.001174589;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,5-6h,0-1km;0.001257694;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,6-7h,0-1km;0.00134411;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,7-8h,0-1km;0.001434032;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,8-9h,0-1km;0.001527671;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,9-10h,0-1km;0.001625255;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,10-11h,0-1km;0.00172703;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,11-12h,0-1km;0.001833261;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,>12h,0-1km;0.001887984;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,0-1h,1-2km;0.000742118;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,1-2h,1-2km;0.001758648;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,2-3h,1-2km;0.002109131;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,3-4h,1-2km;0.002391827;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,4-5h,1-2km;0.002610292;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,5-6h,1-2km;0.002769847;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,6-7h,1-2km;0.002931889;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,7-8h,1-2km;0.003096236;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,8-9h,1-2km;0.003262652;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,9-10h,1-2km;0.003430838;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,10-11h,1-2km;0.003600416;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,11-12h,1-2km;0.003770912;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;PM2.5;Urban;TØ,>12h,1-2km;0.003856326;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,0-1h,0-1km;7.49E-05;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,1-2h,0-1km;0.000134314;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,2-3h,0-1km;0.000149278;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,3-4h,0-1km;0.000168073;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,4-5h,0-1km;0.000183603;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,5-6h,0-1km;0.00019661;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,6-7h,0-1km;0.000210138;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,7-8h,0-1km;0.000224218;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,8-9h,0-1km;0.000238883;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,9-10h,0-1km;0.000254169;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,10-11h,0-1km;0.000270116;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,11-12h,0-1km;0.000286765;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,>12h,0-1km;0.000295343;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,0-1h,1-2km;0.000119842;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,1-2h,1-2km;0.000278917;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,2-3h,1-2km;0.000333147;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,3-4h,1-2km;0.000377661;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,4-5h,1-2km;0.000412176;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,5-6h,1-2km;0.000437575;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,6-7h,1-2km;0.000463407;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,7-8h,1-2km;0.000489647;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,8-9h,1-2km;0.000516265;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,9-10h,1-2km;0.000543219;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,10-11h,1-2km;0.000570458;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,11-12h,1-2km;0.000597915;;;;;
Average_OnlyCar_Marjolaine[4.1];pass. car;2022;REF F HB41;BC (exhaust);Urban;TØ,>12h,1-2km;0.000611697;;;;;
