Case;VehCat;Year;TrafficScenario;Component;RoadCat;TrafficSit;Gradient;IDSubsegment;Subsegment;Technology;SizeClasse;EmConcept;KM;%OfSubsegment;V;V_0%;V_100%;EFA;EFA_0%;EFA_100%;V_weighted;V_weighted_0%;V_weighted_100%;EFA_weighted;EFA_weighted_0%;EFA_weighted_100%;AmbientCondPattern;EFA_WTT;EFA_WTT_0%;EFA_WTT_100%;EFA_WTW;EFA_WTW_0%;EFA_WTW_100%
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./90/St+Go;0%;111910;PC petrol Euro-1;petrol (4S);>=2L;PC petrol Euro-1;210318.5938;0.001219307;17.93225098;NA;NA;250.6304169;NA;NA;17.92142677;NA;NA;203.3431702;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./90/St+Go;0%;111920;PC petrol Euro-2;petrol (4S);>=2L;PC petrol Euro-2;196643.7813;0.008536982;17.93225098;NA;NA;251.976181;NA;NA;17.92142677;NA;NA;203.3431702;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./90/St+Go;0%;111930;PC petrol Euro-3;petrol (4S);>=2L;PC petrol Euro-3;175838.9844;0.019227868;17.93225098;NA;NA;245.3566284;NA;NA;17.92142677;NA;NA;203.3431702;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./90/St+Go;0%;111940;PC petrol Euro-4;petrol (4S);>=2L;PC petrol Euro-4;145779.25;0.031943236;17.90296745;NA;NA;231.5952606;NA;NA;17.92142677;NA;NA;203.3431702;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./90/St+Go;0%;111950;PC petrol Euro-5;petrol (4S);>=2L;PC petrol Euro-5;106131.7969;0.058916871;17.93225098;NA;NA;198.600174;NA;NA;17.92142677;NA;NA;203.3431702;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./90/St+Go;0%;111961;PC petrol Euro-6ab;petrol (4S);>=2L;PC petrol Euro-6ab;66197.00781;0.082369171;17.93225098;NA;NA;205.1956329;NA;NA;17.92142677;NA;NA;203.3431702;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./90/St+Go;0%;111965;PC petrol Euro-6c;petrol (4S);>=2L;PC petrol Euro-6c;43431.35938;0.043270264;17.93225098;NA;NA;204.8154449;NA;NA;17.92142677;NA;NA;203.3431702;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./90/St+Go;0%;111968;PC petrol Euro-6d;petrol (4S);>=2L;PC petrol Euro-6d;19861.0625;0.064392313;17.93225098;NA;NA;191.3790588;NA;NA;17.92142677;NA;NA;203.3431702;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./90/St+Go;0%;121910;PC diesel Euro-1;diesel;<1,4L;PC diesel Euro-1;377537.25;0.001675499;17.90750694;NA;NA;217.7454987;NA;NA;17.92142677;NA;NA;203.3431702;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./90/St+Go;0%;121921;PC diesel Euro-2 (DPF);diesel;<1,4L;PC diesel Euro-2 (DPF);336490.3125;0.006963221;17.92185783;NA;NA;223.8586121;NA;NA;17.92142677;NA;NA;203.3431702;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./90/St+Go;0%;121931;PC diesel Euro-3 (DPF);diesel;<1,4L;PC diesel Euro-3 (DPF);284639.1563;0.041854195;17.93225098;NA;NA;216.747406;NA;NA;17.92142677;NA;NA;203.3431702;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./90/St+Go;0%;121940;PC diesel Euro-4;diesel;<1,4L;PC diesel Euro-4;222993.3906;1.82862e-09;17.93225098;NA;NA;217.3085632;NA;NA;17.92142677;NA;NA;203.3431702;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./90/St+Go;0%;121950;PC diesel Euro-5;diesel;<1,4L;PC diesel Euro-5;159892.3125;0.193180934;17.8881073;NA;NA;198.5489044;NA;NA;17.92142677;NA;NA;203.3431702;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./90/St+Go;0%;121965;PC diesel Euro-6c;diesel;<1,4L;PC diesel Euro-6c;57040.42969;0.048191596;17.93211174;NA;NA;203.5741272;NA;NA;17.92142677;NA;NA;203.3431702;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);MW;URB/MW-Nat./90/St+Go;0%;121955;PC diesel Euro-6ab;diesel;<1,4L;PC diesel Euro-6ab;94579.64063;0.114155054;17.93209457;NA;NA;202.2155914;NA;NA;17.92142677;NA;NA;203.3431702;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/Freeflow;0%;111910;PC petrol Euro-1;petrol (4S);>=2L;PC petrol Euro-1;210318.5938;0.001219307;69.43364716;NA;NA;130.2072601;NA;NA;69.43363953;NA;NA;108.2667694;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/Freeflow;0%;111920;PC petrol Euro-2;petrol (4S);>=2L;PC petrol Euro-2;196643.7813;0.008536982;69.43364716;NA;NA;123.3741531;NA;NA;69.43363953;NA;NA;108.2667694;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/Freeflow;0%;111930;PC petrol Euro-3;petrol (4S);>=2L;PC petrol Euro-3;175838.9844;0.019227868;69.43364716;NA;NA;120.1081009;NA;NA;69.43363953;NA;NA;108.2667694;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/Freeflow;0%;111940;PC petrol Euro-4;petrol (4S);>=2L;PC petrol Euro-4;145779.25;0.031943236;69.43364716;NA;NA;113.3845596;NA;NA;69.43363953;NA;NA;108.2667694;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/Freeflow;0%;111950;PC petrol Euro-5;petrol (4S);>=2L;PC petrol Euro-5;106131.7969;0.058916871;69.43364716;NA;NA;108.0557709;NA;NA;69.43363953;NA;NA;108.2667694;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/Freeflow;0%;111961;PC petrol Euro-6ab;petrol (4S);>=2L;PC petrol Euro-6ab;66197.00781;0.082369171;69.43364716;NA;NA;112.2295303;NA;NA;69.43363953;NA;NA;108.2667694;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/Freeflow;0%;111965;PC petrol Euro-6c;petrol (4S);>=2L;PC petrol Euro-6c;43431.35938;0.043270264;69.43364716;NA;NA;111.8670883;NA;NA;69.43363953;NA;NA;108.2667694;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/Freeflow;0%;111968;PC petrol Euro-6d;petrol (4S);>=2L;PC petrol Euro-6d;19861.0625;0.064392313;69.43364716;NA;NA;108.2855988;NA;NA;69.43363953;NA;NA;108.2667694;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/Freeflow;0%;121910;PC diesel Euro-1;diesel;<1,4L;PC diesel Euro-1;377537.25;0.001675499;69.43364716;NA;NA;120.4899292;NA;NA;69.43363953;NA;NA;108.2667694;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/Freeflow;0%;121921;PC diesel Euro-2 (DPF);diesel;<1,4L;PC diesel Euro-2 (DPF);336490.3125;0.006963221;69.43364716;NA;NA;118.5579147;NA;NA;69.43363953;NA;NA;108.2667694;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/Freeflow;0%;121931;PC diesel Euro-3 (DPF);diesel;<1,4L;PC diesel Euro-3 (DPF);284639.1563;0.041854195;69.43364716;NA;NA;111.9271545;NA;NA;69.43363953;NA;NA;108.2667694;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/Freeflow;0%;121940;PC diesel Euro-4;diesel;<1,4L;PC diesel Euro-4;222993.3906;1.82862e-09;69.43364716;NA;NA;110.6097412;NA;NA;69.43363953;NA;NA;108.2667694;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/Freeflow;0%;121950;PC diesel Euro-5;diesel;<1,4L;PC diesel Euro-5;159892.3125;0.193180934;69.43364716;NA;NA;106.6817474;NA;NA;69.43363953;NA;NA;108.2667694;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/Freeflow;0%;121965;PC diesel Euro-6c;diesel;<1,4L;PC diesel Euro-6c;57040.42969;0.048191596;69.43364716;NA;NA;110.0987015;NA;NA;69.43363953;NA;NA;108.2667694;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/Freeflow;0%;121955;PC diesel Euro-6ab;diesel;<1,4L;PC diesel Euro-6ab;94579.64063;0.114155054;69.43364716;NA;NA;109.5701294;NA;NA;69.43363953;NA;NA;108.2667694;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/St+Go;0%;111910;PC petrol Euro-1;petrol (4S);>=2L;PC petrol Euro-1;210318.5938;0.001219307;14.40977764;NA;NA;290.1086731;NA;NA;14.40634251;NA;NA;231.8024597;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/St+Go;0%;111920;PC petrol Euro-2;petrol (4S);>=2L;PC petrol Euro-2;196643.7813;0.008536982;14.40977764;NA;NA;292.7282715;NA;NA;14.40634251;NA;NA;231.8024597;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/St+Go;0%;111930;PC petrol Euro-3;petrol (4S);>=2L;PC petrol Euro-3;175838.9844;0.019227868;14.40977764;NA;NA;286.460968;NA;NA;14.40634251;NA;NA;231.8024597;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/St+Go;0%;111940;PC petrol Euro-4;petrol (4S);>=2L;PC petrol Euro-4;145779.25;0.031943236;14.3748951;NA;NA;266.3081665;NA;NA;14.40634251;NA;NA;231.8024597;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/St+Go;0%;111950;PC petrol Euro-5;petrol (4S);>=2L;PC petrol Euro-5;106131.7969;0.058916871;14.37650013;NA;NA;226.3683319;NA;NA;14.40634251;NA;NA;231.8024597;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/St+Go;0%;111961;PC petrol Euro-6ab;petrol (4S);>=2L;PC petrol Euro-6ab;66197.00781;0.082369171;14.40977764;NA;NA;237.277832;NA;NA;14.40634251;NA;NA;231.8024597;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/St+Go;0%;111965;PC petrol Euro-6c;petrol (4S);>=2L;PC petrol Euro-6c;43431.35938;0.043270264;14.40977764;NA;NA;236.9891663;NA;NA;14.40634251;NA;NA;231.8024597;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/St+Go;0%;111968;PC petrol Euro-6d;petrol (4S);>=2L;PC petrol Euro-6d;19861.0625;0.064392313;14.40977764;NA;NA;220.181366;NA;NA;14.40634251;NA;NA;231.8024597;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/St+Go;0%;121910;PC diesel Euro-1;diesel;<1,4L;PC diesel Euro-1;377537.25;0.001675499;14.40965748;NA;NA;239.5573425;NA;NA;14.40634251;NA;NA;231.8024597;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/St+Go;0%;121921;PC diesel Euro-2 (DPF);diesel;<1,4L;PC diesel Euro-2 (DPF);336490.3125;0.006963221;14.3748951;NA;NA;251.8705292;NA;NA;14.40634251;NA;NA;231.8024597;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/St+Go;0%;121931;PC diesel Euro-3 (DPF);diesel;<1,4L;PC diesel Euro-3 (DPF);284639.1563;0.041854195;14.40977764;NA;NA;246.5554352;NA;NA;14.40634251;NA;NA;231.8024597;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/St+Go;0%;121940;PC diesel Euro-4;diesel;<1,4L;PC diesel Euro-4;222993.3906;1.82862e-09;14.40977764;NA;NA;247.5589447;NA;NA;14.40634251;NA;NA;231.8024597;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/St+Go;0%;121950;PC diesel Euro-5;diesel;<1,4L;PC diesel Euro-5;159892.3125;0.193180934;14.40977764;NA;NA;223.9590759;NA;NA;14.40634251;NA;NA;231.8024597;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/St+Go;0%;121965;PC diesel Euro-6c;diesel;<1,4L;PC diesel Euro-6c;57040.42969;0.048191596;14.40977764;NA;NA;231.5502472;NA;NA;14.40634251;NA;NA;231.8024597;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/MW-City/70/St+Go;0%;121955;PC diesel Euro-6ab;diesel;<1,4L;PC diesel Euro-6ab;94579.64063;0.114155054;14.40977764;NA;NA;229.8778534;NA;NA;14.40634251;NA;NA;231.8024597;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/Freeflow;0%;111910;PC petrol Euro-1;petrol (4S);>=2L;PC petrol Euro-1;210318.5938;0.001219307;49.35813141;NA;NA;144.3214264;NA;NA;49.35814285;NA;NA;125.2932663;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/Freeflow;0%;111920;PC petrol Euro-2;petrol (4S);>=2L;PC petrol Euro-2;196643.7813;0.008536982;49.35813141;NA;NA;138.306076;NA;NA;49.35814285;NA;NA;125.2932663;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/Freeflow;0%;111930;PC petrol Euro-3;petrol (4S);>=2L;PC petrol Euro-3;175838.9844;0.019227868;49.35813141;NA;NA;135.0432129;NA;NA;49.35814285;NA;NA;125.2932663;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/Freeflow;0%;111940;PC petrol Euro-4;petrol (4S);>=2L;PC petrol Euro-4;145779.25;0.031943236;49.35813141;NA;NA;128.0433807;NA;NA;49.35814285;NA;NA;125.2932663;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/Freeflow;0%;111950;PC petrol Euro-5;petrol (4S);>=2L;PC petrol Euro-5;106131.7969;0.058916871;49.35813141;NA;NA;121.8294907;NA;NA;49.35814285;NA;NA;125.2932663;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/Freeflow;0%;111961;PC petrol Euro-6ab;petrol (4S);>=2L;PC petrol Euro-6ab;66197.00781;0.082369171;49.35813141;NA;NA;127.5942535;NA;NA;49.35814285;NA;NA;125.2932663;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/Freeflow;0%;111965;PC petrol Euro-6c;petrol (4S);>=2L;PC petrol Euro-6c;43431.35938;0.043270264;49.35813141;NA;NA;127.1662827;NA;NA;49.35814285;NA;NA;125.2932663;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/Freeflow;0%;111968;PC petrol Euro-6d;petrol (4S);>=2L;PC petrol Euro-6d;19861.0625;0.064392313;49.35813141;NA;NA;123.2686996;NA;NA;49.35814285;NA;NA;125.2932663;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/Freeflow;0%;121910;PC diesel Euro-1;diesel;<1,4L;PC diesel Euro-1;377537.25;0.001675499;49.35813141;NA;NA;140.8782043;NA;NA;49.35814285;NA;NA;125.2932663;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/Freeflow;0%;121921;PC diesel Euro-2 (DPF);diesel;<1,4L;PC diesel Euro-2 (DPF);336490.3125;0.006963221;49.35813141;NA;NA;139.1170654;NA;NA;49.35814285;NA;NA;125.2932663;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/Freeflow;0%;121931;PC diesel Euro-3 (DPF);diesel;<1,4L;PC diesel Euro-3 (DPF);284639.1563;0.041854195;49.35813141;NA;NA;131.6163635;NA;NA;49.35814285;NA;NA;125.2932663;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/Freeflow;0%;121940;PC diesel Euro-4;diesel;<1,4L;PC diesel Euro-4;222993.3906;1.82862e-09;49.35813141;NA;NA;130.3435669;NA;NA;49.35814285;NA;NA;125.2932663;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/Freeflow;0%;121950;PC diesel Euro-5;diesel;<1,4L;PC diesel Euro-5;159892.3125;0.193180934;49.35813141;NA;NA;125.1769638;NA;NA;49.35814285;NA;NA;125.2932663;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/Freeflow;0%;121965;PC diesel Euro-6c;diesel;<1,4L;PC diesel Euro-6c;57040.42969;0.048191596;49.35813141;NA;NA;127.666626;NA;NA;49.35814285;NA;NA;125.2932663;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/Freeflow;0%;121955;PC diesel Euro-6ab;diesel;<1,4L;PC diesel Euro-6ab;94579.64063;0.114155054;49.35813141;NA;NA;126.9910812;NA;NA;49.35814285;NA;NA;125.2932663;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/St+Go;0%;111910;PC petrol Euro-1;petrol (4S);>=2L;PC petrol Euro-1;210318.5938;0.001219307;12.48871803;NA;NA;292.9820251;NA;NA;12.48864365;NA;NA;232.6272278;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/St+Go;0%;111920;PC petrol Euro-2;petrol (4S);>=2L;PC petrol Euro-2;196643.7813;0.008536982;12.48871803;NA;NA;300.0271301;NA;NA;12.48864365;NA;NA;232.6272278;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/St+Go;0%;111930;PC petrol Euro-3;petrol (4S);>=2L;PC petrol Euro-3;175838.9844;0.019227868;12.48871803;NA;NA;294.1693115;NA;NA;12.48864365;NA;NA;232.6272278;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/St+Go;0%;111940;PC petrol Euro-4;petrol (4S);>=2L;PC petrol Euro-4;145779.25;0.031943236;12.48871803;NA;NA;278.0419312;NA;NA;12.48864365;NA;NA;232.6272278;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/St+Go;0%;111950;PC petrol Euro-5;petrol (4S);>=2L;PC petrol Euro-5;106131.7969;0.058916871;12.48871803;NA;NA;230.3212128;NA;NA;12.48864365;NA;NA;232.6272278;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/St+Go;0%;111961;PC petrol Euro-6ab;petrol (4S);>=2L;PC petrol Euro-6ab;66197.00781;0.082369171;12.48871803;NA;NA;243.0881653;NA;NA;12.48864365;NA;NA;232.6272278;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/St+Go;0%;111965;PC petrol Euro-6c;petrol (4S);>=2L;PC petrol Euro-6c;43431.35938;0.043270264;12.48871803;NA;NA;243.0222015;NA;NA;12.48864365;NA;NA;232.6272278;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/St+Go;0%;111968;PC petrol Euro-6d;petrol (4S);>=2L;PC petrol Euro-6d;19861.0625;0.064392313;12.48871803;NA;NA;221.493576;NA;NA;12.48864365;NA;NA;232.6272278;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/St+Go;0%;121910;PC diesel Euro-1;diesel;<1,4L;PC diesel Euro-1;377537.25;0.001675499;12.45835018;NA;NA;232.2362823;NA;NA;12.48864365;NA;NA;232.6272278;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/St+Go;0%;121921;PC diesel Euro-2 (DPF);diesel;<1,4L;PC diesel Euro-2 (DPF);336490.3125;0.006963221;12.48871803;NA;NA;248.3382263;NA;NA;12.48864365;NA;NA;232.6272278;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/St+Go;0%;121931;PC diesel Euro-3 (DPF);diesel;<1,4L;PC diesel Euro-3 (DPF);284639.1563;0.041854195;12.48871803;NA;NA;242.2585602;NA;NA;12.48864365;NA;NA;232.6272278;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/St+Go;0%;121940;PC diesel Euro-4;diesel;<1,4L;PC diesel Euro-4;222993.3906;1.82862e-09;12.48871803;NA;NA;246.244339;NA;NA;12.48864365;NA;NA;232.6272278;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;URB/Trunk-City/50/St+Go;0%;121950;PC diesel Euro-5;diesel;<1,4L;PC diesel Euro-5;159892.3125;0.193180934;12.48871803;NA;NA;220.8749084;NA;NA;12.48864365;NA;NA;232.6272278;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
