Case;VehCat;Year;TrafficScenario;Component;RoadCat;TrafficSit;Gradient;IDSubsegment;Subsegment;Technology;SizeClasse;EmConcept;KM;%OfSubsegment;V;V_0%;V_100%;EFA;EFA_0%;EFA_100%;V_weighted;V_weighted_0%;V_weighted_100%;EFA_weighted;EFA_weighted_0%;EFA_weighted_100%;AmbientCondPattern;EFA_WTT;EFA_WTT_0%;EFA_WTT_100%;EFA_WTW;EFA_WTW_0%;EFA_WTW_100%
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/Freeflow;0%;111950;PC petrol Euro-5;petrol (4S);>=2L;PC petrol Euro-5;106131.7969;0.058916871;28.91271782;NA;NA;49.73892593;NA;NA;28.9127121;NA;NA;45.04075241;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/Freeflow;0%;111961;PC petrol Euro-6ab;petrol (4S);>=2L;PC petrol Euro-6ab;66197.00781;0.082369171;28.91271782;NA;NA;52.73789215;NA;NA;28.9127121;NA;NA;45.04075241;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/Freeflow;0%;111965;PC petrol Euro-6c;petrol (4S);>=2L;PC petrol Euro-6c;43431.35938;0.043270264;28.91271782;NA;NA;52.77293015;NA;NA;28.9127121;NA;NA;45.04075241;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/Freeflow;0%;111968;PC petrol Euro-6d;petrol (4S);>=2L;PC petrol Euro-6d;19861.0625;0.064392313;28.91271782;NA;NA;49.10712433;NA;NA;28.9127121;NA;NA;45.04075241;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/Freeflow;0%;121910;PC diesel Euro-1;diesel;<1,4L;PC diesel Euro-1;377537.25;0.001675499;28.91265678;NA;NA;46.93701172;NA;NA;28.9127121;NA;NA;45.04075241;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/Freeflow;0%;121921;PC diesel Euro-2 (DPF);diesel;<1,4L;PC diesel Euro-2 (DPF);336490.3125;0.006963221;28.91271782;NA;NA;46.34124756;NA;NA;28.9127121;NA;NA;45.04075241;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/Freeflow;0%;121931;PC diesel Euro-3 (DPF);diesel;<1,4L;PC diesel Euro-3 (DPF);284639.1563;0.041854195;28.91271782;NA;NA;43.27877808;NA;NA;28.9127121;NA;NA;45.04075241;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/Freeflow;0%;121940;PC diesel Euro-4;diesel;<1,4L;PC diesel Euro-4;222993.3906;1.82862e-09;28.91271782;NA;NA;43.92513657;NA;NA;28.9127121;NA;NA;45.04075241;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/Freeflow;0%;121950;PC diesel Euro-5;diesel;<1,4L;PC diesel Euro-5;159892.3125;0.193180934;28.91271782;NA;NA;42.50809097;NA;NA;28.9127121;NA;NA;45.04075241;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/Freeflow;0%;121965;PC diesel Euro-6c;diesel;<1,4L;PC diesel Euro-6c;57040.42969;0.048191596;28.91271782;NA;NA;42.84616852;NA;NA;28.9127121;NA;NA;45.04075241;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/Freeflow;0%;121955;PC diesel Euro-6ab;diesel;<1,4L;PC diesel Euro-6ab;94579.64063;0.114155054;28.91271782;NA;NA;42.5172348;NA;NA;28.9127121;NA;NA;45.04075241;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/St+Go;0%;111910;PC petrol Euro-1;petrol (4S);>=2L;PC petrol Euro-1;210318.5938;0.001219307;9.621917725;NA;NA;107.0794754;NA;NA;9.621915817;NA;NA;81.51525879;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/St+Go;0%;111920;PC petrol Euro-2;petrol (4S);>=2L;PC petrol Euro-2;196643.7813;0.008536982;9.621917725;NA;NA;110.0637283;NA;NA;9.621915817;NA;NA;81.51525879;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/St+Go;0%;111930;PC petrol Euro-3;petrol (4S);>=2L;PC petrol Euro-3;175838.9844;0.019227868;9.621917725;NA;NA;108.0202484;NA;NA;9.621915817;NA;NA;81.51525879;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/St+Go;0%;111940;PC petrol Euro-4;petrol (4S);>=2L;PC petrol Euro-4;145779.25;0.031943236;9.621917725;NA;NA;100.8876724;NA;NA;9.621915817;NA;NA;81.51525879;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/St+Go;0%;111950;PC petrol Euro-5;petrol (4S);>=2L;PC petrol Euro-5;106131.7969;0.058916871;9.621917725;NA;NA;84.38512421;NA;NA;9.621915817;NA;NA;81.51525879;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/St+Go;0%;111961;PC petrol Euro-6ab;petrol (4S);>=2L;PC petrol Euro-6ab;66197.00781;0.082369171;9.621917725;NA;NA;90.5760498;NA;NA;9.621915817;NA;NA;81.51525879;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/St+Go;0%;111965;PC petrol Euro-6c;petrol (4S);>=2L;PC petrol Euro-6c;43431.35938;0.043270264;9.621917725;NA;NA;90.65364838;NA;NA;9.621915817;NA;NA;81.51525879;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/St+Go;0%;111968;PC petrol Euro-6d;petrol (4S);>=2L;PC petrol Euro-6d;19861.0625;0.064392313;9.621917725;NA;NA;84.35275269;NA;NA;9.621915817;NA;NA;81.51525879;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/St+Go;0%;121910;PC diesel Euro-1;diesel;<1,4L;PC diesel Euro-1;377537.25;0.001675499;9.621917725;NA;NA;75.88426971;NA;NA;9.621915817;NA;NA;81.51525879;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/St+Go;0%;121921;PC diesel Euro-2 (DPF);diesel;<1,4L;PC diesel Euro-2 (DPF);336490.3125;0.006963221;9.621917725;NA;NA;83.75509644;NA;NA;9.621915817;NA;NA;81.51525879;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/St+Go;0%;121931;PC diesel Euro-3 (DPF);diesel;<1,4L;PC diesel Euro-3 (DPF);284639.1563;0.041854195;9.621917725;NA;NA;82.26534271;NA;NA;9.621915817;NA;NA;81.51525879;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/St+Go;0%;121940;PC diesel Euro-4;diesel;<1,4L;PC diesel Euro-4;222993.3906;1.82862e-09;9.621917725;NA;NA;83.78057861;NA;NA;9.621915817;NA;NA;81.51525879;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/St+Go;0%;121950;PC diesel Euro-5;diesel;<1,4L;PC diesel Euro-5;159892.3125;0.193180934;9.621917725;NA;NA;74.79904938;NA;NA;9.621915817;NA;NA;81.51525879;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/St+Go;0%;121965;PC diesel Euro-6c;diesel;<1,4L;PC diesel Euro-6c;57040.42969;0.048191596;9.621917725;NA;NA;78.95144653;NA;NA;9.621915817;NA;NA;81.51525879;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC;Urban;URB/Access/30/St+Go;0%;121955;PC diesel Euro-6ab;diesel;<1,4L;PC diesel Euro-6ab;94579.64063;0.114155054;9.621917725;NA;NA;78.24719238;NA;NA;9.621915817;NA;NA;81.51525879;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/Freeflow;0%;111910;PC petrol Euro-1;petrol (4S);>=2L;PC petrol Euro-1;210318.5938;0.001219307;112.030838;NA;NA;2.40831852;NA;NA;112.0320587;NA;NA;1.876482368;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/Freeflow;0%;111920;PC petrol Euro-2;petrol (4S);>=2L;PC petrol Euro-2;196643.7813;0.008536982;112.0219421;NA;NA;2.245078564;NA;NA;112.0320587;NA;NA;1.876482368;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/Freeflow;0%;111930;PC petrol Euro-3;petrol (4S);>=2L;PC petrol Euro-3;175838.9844;0.019227868;112.0227661;NA;NA;2.171452761;NA;NA;112.0320587;NA;NA;1.876482368;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/Freeflow;0%;111940;PC petrol Euro-4;petrol (4S);>=2L;PC petrol Euro-4;145779.25;0.031943236;112.0325546;NA;NA;2.013599634;NA;NA;112.0320587;NA;NA;1.876482368;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/Freeflow;0%;111950;PC petrol Euro-5;petrol (4S);>=2L;PC petrol Euro-5;106131.7969;0.058916871;112.0331955;NA;NA;1.890674829;NA;NA;112.0320587;NA;NA;1.876482368;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/Freeflow;0%;111961;PC petrol Euro-6ab;petrol (4S);>=2L;PC petrol Euro-6ab;66197.00781;0.082369171;112.0297623;NA;NA;1.819959879;NA;NA;112.0320587;NA;NA;1.876482368;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/Freeflow;0%;111965;PC petrol Euro-6c;petrol (4S);>=2L;PC petrol Euro-6c;43431.35938;0.043270264;112.0302277;NA;NA;1.805565834;NA;NA;112.0320587;NA;NA;1.876482368;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/Freeflow;0%;111968;PC petrol Euro-6d;petrol (4S);>=2L;PC petrol Euro-6d;19861.0625;0.064392313;112.032341;NA;NA;1.775581479;NA;NA;112.0320587;NA;NA;1.876482368;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/Freeflow;0%;121910;PC diesel Euro-1;diesel;<1,4L;PC diesel Euro-1;377537.25;0.001675499;112.0212097;NA;NA;2.411873579;NA;NA;112.0320587;NA;NA;1.876482368;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/Freeflow;0%;121921;PC diesel Euro-2 (DPF);diesel;<1,4L;PC diesel Euro-2 (DPF);336490.3125;0.006963221;112.0324402;NA;NA;2.23266077;NA;NA;112.0320587;NA;NA;1.876482368;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/Freeflow;0%;121931;PC diesel Euro-3 (DPF);diesel;<1,4L;PC diesel Euro-3 (DPF);284639.1563;0.041854195;112.0309372;NA;NA;2.034501791;NA;NA;112.0320587;NA;NA;1.876482368;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/Freeflow;0%;121940;PC diesel Euro-4;diesel;<1,4L;PC diesel Euro-4;222993.3906;1.82862e-09;112.032486;NA;NA;1.948519945;NA;NA;112.0320587;NA;NA;1.876482368;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/Freeflow;0%;121950;PC diesel Euro-5;diesel;<1,4L;PC diesel Euro-5;159892.3125;0.193180934;112.032486;NA;NA;1.875131249;NA;NA;112.0320587;NA;NA;1.876482368;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/Freeflow;0%;121965;PC diesel Euro-6c;diesel;<1,4L;PC diesel Euro-6c;57040.42969;0.048191596;112.0338211;NA;NA;1.851255536;NA;NA;112.0320587;NA;NA;1.876482368;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/Freeflow;0%;121955;PC diesel Euro-6ab;diesel;<1,4L;PC diesel Euro-6ab;94579.64063;0.114155054;112.0338211;NA;NA;1.847674251;NA;NA;112.0320587;NA;NA;1.876482368;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/St+Go;0%;111910;PC petrol Euro-1;petrol (4S);>=2L;PC petrol Euro-1;210318.5938;0.001219307;17.8925209;NA;NA;3.440637827;NA;NA;17.92020035;NA;NA;2.776003122;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/St+Go;0%;111920;PC petrol Euro-2;petrol (4S);>=2L;PC petrol Euro-2;196643.7813;0.008536982;17.8925209;NA;NA;3.459405899;NA;NA;17.92020035;NA;NA;2.776003122;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/St+Go;0%;111930;PC petrol Euro-3;petrol (4S);>=2L;PC petrol Euro-3;175838.9844;0.019227868;17.88840866;NA;NA;3.369124651;NA;NA;17.92020035;NA;NA;2.776003122;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/St+Go;0%;111940;PC petrol Euro-4;petrol (4S);>=2L;PC petrol Euro-4;145779.25;0.031943236;17.90296745;NA;NA;3.175734282;NA;NA;17.92020035;NA;NA;2.776003122;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/St+Go;0%;111950;PC petrol Euro-5;petrol (4S);>=2L;PC petrol Euro-5;106131.7969;0.058916871;17.93225098;NA;NA;2.722833157;NA;NA;17.92020035;NA;NA;2.776003122;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/St+Go;0%;111961;PC petrol Euro-6ab;petrol (4S);>=2L;PC petrol Euro-6ab;66197.00781;0.082369171;17.93225098;NA;NA;2.810871601;NA;NA;17.92020035;NA;NA;2.776003122;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/St+Go;0%;111965;PC petrol Euro-6c;petrol (4S);>=2L;PC petrol Euro-6c;43431.35938;0.043270264;17.93225098;NA;NA;2.805382729;NA;NA;17.92020035;NA;NA;2.776003122;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/St+Go;0%;111968;PC petrol Euro-6d;petrol (4S);>=2L;PC petrol Euro-6d;19861.0625;0.064392313;17.93225098;NA;NA;2.621336222;NA;NA;17.92020035;NA;NA;2.776003122;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/St+Go;0%;121910;PC diesel Euro-1;diesel;<1,4L;PC diesel Euro-1;377537.25;0.001675499;17.90781212;NA;NA;2.944718599;NA;NA;17.92020035;NA;NA;2.776003122;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/St+Go;0%;121921;PC diesel Euro-2 (DPF);diesel;<1,4L;PC diesel Euro-2 (DPF);336490.3125;0.006963221;17.92185783;NA;NA;3.028355122;NA;NA;17.92020035;NA;NA;2.776003122;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/St+Go;0%;121931;PC diesel Euro-3 (DPF);diesel;<1,4L;PC diesel Euro-3 (DPF);284639.1563;0.041854195;17.93225098;NA;NA;2.933407068;NA;NA;17.92020035;NA;NA;2.776003122;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/St+Go;0%;121940;PC diesel Euro-4;diesel;<1,4L;PC diesel Euro-4;222993.3906;1.82862e-09;17.93225098;NA;NA;2.940639973;NA;NA;17.92020035;NA;NA;2.776003122;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/St+Go;0%;121950;PC diesel Euro-5;diesel;<1,4L;PC diesel Euro-5;159892.3125;0.193180934;17.88812447;NA;NA;2.687027931;NA;NA;17.92020035;NA;NA;2.776003122;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/St+Go;0%;121965;PC diesel Euro-6c;diesel;<1,4L;PC diesel Euro-6c;57040.42969;0.048191596;17.93214035;NA;NA;2.754238605;NA;NA;17.92020035;NA;NA;2.776003122;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/110/St+Go;0%;121955;PC diesel Euro-6ab;diesel;<1,4L;PC diesel Euro-6ab;94579.64063;0.114155054;17.93211174;NA;NA;2.735876083;NA;NA;17.92020035;NA;NA;2.776003122;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/130/Freeflow;0%;111910;PC petrol Euro-1;petrol (4S);>=2L;PC petrol Euro-1;210318.5938;0.001219307;132.6130981;NA;NA;3.021951675;NA;NA;132.6266937;NA;NA;2.253085375;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/130/Freeflow;0%;111920;PC petrol Euro-2;petrol (4S);>=2L;PC petrol Euro-2;196643.7813;0.008536982;132.6145325;NA;NA;2.800884962;NA;NA;132.6266937;NA;NA;2.253085375;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/130/Freeflow;0%;111930;PC petrol Euro-3;petrol (4S);>=2L;PC petrol Euro-3;175838.9844;0.019227868;132.6131287;NA;NA;2.698443174;NA;NA;132.6266937;NA;NA;2.253085375;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/130/Freeflow;0%;111940;PC petrol Euro-4;petrol (4S);>=2L;PC petrol Euro-4;145779.25;0.031943236;132.6222839;NA;NA;2.465116024;NA;NA;132.6266937;NA;NA;2.253085375;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/130/Freeflow;0%;111950;PC petrol Euro-5;petrol (4S);>=2L;PC petrol Euro-5;106131.7969;0.058916871;132.6201172;NA;NA;2.31396842;NA;NA;132.6266937;NA;NA;2.253085375;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/130/Freeflow;0%;111961;PC petrol Euro-6ab;petrol (4S);>=2L;PC petrol Euro-6ab;66197.00781;0.082369171;132.6243744;NA;NA;2.200259686;NA;NA;132.6266937;NA;NA;2.253085375;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/130/Freeflow;0%;111965;PC petrol Euro-6c;petrol (4S);>=2L;PC petrol Euro-6c;43431.35938;0.043270264;132.625824;NA;NA;2.17960906;NA;NA;132.6266937;NA;NA;2.253085375;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/130/Freeflow;0%;111968;PC petrol Euro-6d;petrol (4S);>=2L;PC petrol Euro-6d;19861.0625;0.064392313;132.6286469;NA;NA;2.122466326;NA;NA;132.6266937;NA;NA;2.253085375;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/130/Freeflow;0%;121910;PC diesel Euro-1;diesel;<1,4L;PC diesel Euro-1;377537.25;0.001675499;132.5928802;NA;NA;3.058486223;NA;NA;132.6266937;NA;NA;2.253085375;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/130/Freeflow;0%;121921;PC diesel Euro-2 (DPF);diesel;<1,4L;PC diesel Euro-2 (DPF);336490.3125;0.006963221;132.6151733;NA;NA;2.812039852;NA;NA;132.6266937;NA;NA;2.253085375;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/130/Freeflow;0%;121931;PC diesel Euro-3 (DPF);diesel;<1,4L;PC diesel Euro-3 (DPF);284639.1563;0.041854195;132.6197357;NA;NA;2.531028032;NA;NA;132.6266937;NA;NA;2.253085375;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/130/Freeflow;0%;121940;PC diesel Euro-4;diesel;<1,4L;PC diesel Euro-4;222993.3906;1.82862e-09;132.6276093;NA;NA;2.324833155;NA;NA;132.6266937;NA;NA;2.253085375;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/130/Freeflow;0%;121950;PC diesel Euro-5;diesel;<1,4L;PC diesel Euro-5;159892.3125;0.193180934;132.6284637;NA;NA;2.225194931;NA;NA;132.6266937;NA;NA;2.253085375;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/130/Freeflow;0%;121965;PC diesel Euro-6c;diesel;<1,4L;PC diesel Euro-6c;57040.42969;0.048191596;132.6311798;NA;NA;2.199904203;NA;NA;132.6266937;NA;NA;2.253085375;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/130/Freeflow;0%;121955;PC diesel Euro-6ab;diesel;<1,4L;PC diesel Euro-6ab;94579.64063;0.114155054;132.6309357;NA;NA;2.198348284;NA;NA;132.6266937;NA;NA;2.253085375;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/130/St+Go;0%;111910;PC petrol Euro-1;petrol (4S);>=2L;PC petrol Euro-1;210318.5938;0.001219307;17.92687798;NA;NA;3.435965538;NA;NA;17.92037392;NA;NA;2.776740074;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/130/St+Go;0%;111920;PC petrol Euro-2;petrol (4S);>=2L;PC petrol Euro-2;196643.7813;0.008536982;17.92687798;NA;NA;3.454124451;NA;NA;17.92037392;NA;NA;2.776740074;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
2021ParcAuto_LCA[4.1];pass. car;2021;REF F HB41;FC_MJ;MW;RUR/MW/130/St+Go;0%;111930;PC petrol Euro-3;petrol (4S);>=2L;PC petrol Euro-3;175838.9844;0.019227868;17.92687798;NA;NA;3.363332272;NA;NA;17.92037392;NA;NA;2.776740074;NA;NA;Ø/France - Avg;NA;NA;NA;NA;NA;NA
