Case;VehCat;Year;TrafficScenario;Component;RoadCat;AmbientCondPattern;IDSubsegment;Subsegment;Technology;SizeClasse;EmConcept;KM;%OfSubsegment;EFA;EFA_weighted;EFA_km;EFA_km_weighted;EFA_WTT;EFA_WTT_km;EFA_WTW;EFA_WTW_km
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;141942;PC FFV Euro-4 _(P);flex-fuel E85;not specified;PC P Euro-4;175884.0469;1.05755E-05;171.9734344;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;141952;PC FFV Euro-5 _(P);flex-fuel E85;not specified;PC P Euro-5;147831.0625;1.78275E-05;114.6221924;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;141962;PC FFV Euro-6 _(P);flex-fuel E85;not specified;PC P Euro-6ab;42676.96484;1.83909E-05;114.6221924;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;153901;PC BEV;electricity;not specified;PC BEV;43923.83594;0.010530412;0;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;154951;PC PHEV petrol Euro-5_(El);Plug-in Hybrid petrol/electric;not specified;PC PHEV;113248.4688;7.021E-05;0;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;154952;PC PHEV petrol Euro-5_(P);Plug-in Hybrid petrol/electric;not specified;PC P Euro-5;113248.4688;0.000105315;111.4418488;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;154964;PC PHEV petrol Euro-6ab_(El);Plug-in Hybrid petrol/electric;not specified;PC PHEV;63851.94922;0.00099195;0;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;154965;PC PHEV petrol Euro-6ab_(P);Plug-in Hybrid petrol/electric;not specified;PC P Euro-6ab;63851.94922;0.001487925;111.4418488;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;154957;PC PHEV petrol Euro-6d_(El);Plug-in Hybrid petrol/electric;not specified;PC PHEV;23187.92969;0.002043828;0;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;154958;PC PHEV petrol Euro-6d_(P);Plug-in Hybrid petrol/electric;not specified;PC P Euro-6ab;23187.92969;0.003065743;108.3497543;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;155951;PC PHEV diesel Euro-5_(El);Plug-in Hybrid diesel/electric;not specified;PC PHEV;167474.75;9.8622E-06;0;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;155952;PC PHEV diesel Euro-5_(D);Plug-in Hybrid diesel/electric;not specified;PC D Euro-5;167474.75;9.8622E-06;67.09138489;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;155964;PC PHEV diesel Euro-6ab_(El);Plug-in Hybrid diesel/electric;not specified;PC PHEV;81889.02344;4.11048E-05;0;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;155965;PC PHEV diesel Euro-6ab_(D);Plug-in Hybrid diesel/electric;not specified;PC D Euro-6ab;81889.02344;4.11048E-05;67.52406311;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;155957;PC PHEV diesel Euro-6d_(El);Plug-in Hybrid diesel/electric;not specified;PC PHEV;28318.78125;8.30709E-05;0;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;155958;PC PHEV diesel Euro-6d_(D);Plug-in Hybrid diesel/electric;not specified;PC D Euro-6ab;28318.78125;8.30709E-05;67.09138489;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;161922;PC LPG/petrol Euro-2_(P);bifuel LPG/petrol;not specified;PC P Euro-2;237678.8594;1.1714E-06;110.5567093;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;161932;PC LPG/petrol Euro-3_(P);bifuel LPG/petrol;not specified;PC P Euro-3;218542.3906;7.41075E-06;135.5055542;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;161942;PC LPG/petrol Euro-4_(P);bifuel LPG/petrol;not specified;PC P Euro-4;168958.2813;7.69436E-05;167.2018127;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;161952;PC LPG/petrol Euro-5_(P);bifuel LPG/petrol;not specified;PC P Euro-5;153128.6719;4.32505E-05;108.3497543;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,8-9h,1-2km;161962;PC LPG/petrol Euro-6_(P);bifuel LPG/petrol;not specified;PC P Euro-6ab;38473.07422;3.69473E-05;105.3434601;85.34928131;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;111904;PC petrol ECE-15'04;petrol (4S);not specified;PC P Euro-0;220604.8594;7.97233E-05;129.4751282;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;210318.5938;0.001219307;110.1189346;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;111920;PC petrol Euro-2;petrol (4S);not specified;PC P Euro-2;196643.7813;0.008536982;127.0896454;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;111930;PC petrol Euro-3;petrol (4S);not specified;PC P Euro-3;175838.9844;0.019227868;155.7694092;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;111940;PC petrol Euro-4;petrol (4S);not specified;PC P Euro-4;145779.25;0.031943236;203.3325195;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;111950;PC petrol Euro-5;petrol (4S);not specified;PC P Euro-5;106131.7969;0.058916871;135.5233612;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;111961;PC petrol Euro-6ab;petrol (4S);not specified;PC P Euro-6ab;66197.00781;0.082369171;135.5233612;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;111965;PC petrol Euro-6c;petrol (4S);not specified;PC P Euro-6cd;43431.35938;0.043270264;135.5233612;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;111968;PC petrol Euro-6d;petrol (4S);not specified;PC P Euro-6cd;19861.0625;0.064392313;131.763092;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;121909;PC diesel 1986-1988;diesel;not specified;PC D Euro-0;406572.9063;3.87844E-05;106.9738083;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;121910;PC diesel Euro-1;diesel;not specified;PC D Euro-1;377537.25;0.001675499;98.10457611;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;121921;PC diesel Euro-2 (DPF);diesel;not specified;PC D Euro-2;336490.3125;0.006963221;95.1306076;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;284639.1563;7.01486E-18;77.90157318;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;121931;PC diesel Euro-3 (DPF);diesel;not specified;PC D Euro-3 (DPF);284639.1563;0.041854195;77.90161896;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;121940;PC diesel Euro-4;diesel;not specified;PC D Euro-4;222993.3906;1.82862E-09;74.00133514;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;121941;PC diesel Euro-4 (DPF);diesel;not specified;PC D Euro-4 (DPF);222993.3906;0.163578942;74.00133514;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;121950;PC diesel Euro-5;diesel;not specified;PC D Euro-5;159892.3125;0.193180934;75.95477295;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;121965;PC diesel Euro-6c;diesel;not specified;PC D Euro-6c;57040.42969;0.048191596;75.95477295;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;121955;PC diesel Euro-6ab;diesel;not specified;PC D Euro-6ab;94579.64063;0.114155054;75.95477295;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;121969;PC diesel Euro-6d;diesel;not specified;PC D Euro-6d;25846.60352;0.070998907;75.95477295;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;121953;PC diesel Euro-5 EA189 after software update;diesel;not specified;PC D Euro-5;159892.3125;0.02608707;75.46807098;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;132942;PC CNG/petrol Euro-4_(P);bifuel CNG/petrol;not specified;PC P Euro-4;182447.9688;1.31756E-06;197.6907959;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;132952;PC CNG/petrol Euro-5_(P);bifuel CNG/petrol;not specified;PC P Euro-5;137575.3594;7.67932E-07;131.763092;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;132962;PC CNG/petrol Euro-6_(P);bifuel CNG/petrol;not specified;PC P Euro-6ab;41605.75391;2.89897E-06;131.763092;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;141942;PC FFV Euro-4 _(P);flex-fuel E85;not specified;PC P Euro-4;175884.0469;1.05755E-05;192.2056122;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;141952;PC FFV Euro-5 _(P);flex-fuel E85;not specified;PC P Euro-5;147831.0625;1.78275E-05;128.1071625;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;141962;PC FFV Euro-6 _(P);flex-fuel E85;not specified;PC P Euro-6ab;42676.96484;1.83909E-05;128.1071625;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;153901;PC BEV;electricity;not specified;PC BEV;43923.83594;0.010530412;0;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;154951;PC PHEV petrol Euro-5_(El);Plug-in Hybrid petrol/electric;not specified;PC PHEV;113248.4688;7.021E-05;0;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;154952;PC PHEV petrol Euro-5_(P);Plug-in Hybrid petrol/electric;not specified;PC P Euro-5;113248.4688;0.000105315;124.5526581;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;154964;PC PHEV petrol Euro-6ab_(El);Plug-in Hybrid petrol/electric;not specified;PC PHEV;63851.94922;0.00099195;0;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;154965;PC PHEV petrol Euro-6ab_(P);Plug-in Hybrid petrol/electric;not specified;PC P Euro-6ab;63851.94922;0.001487925;124.5526581;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;154957;PC PHEV petrol Euro-6d_(El);Plug-in Hybrid petrol/electric;not specified;PC PHEV;23187.92969;0.002043828;0;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;154958;PC PHEV petrol Euro-6d_(P);Plug-in Hybrid petrol/electric;not specified;PC P Euro-6ab;23187.92969;0.003065743;121.0967865;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;155951;PC PHEV diesel Euro-5_(El);Plug-in Hybrid diesel/electric;not specified;PC PHEV;167474.75;9.8622E-06;0;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;155952;PC PHEV diesel Euro-5_(D);Plug-in Hybrid diesel/electric;not specified;PC D Euro-5;167474.75;9.8622E-06;74.98449707;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;155964;PC PHEV diesel Euro-6ab_(El);Plug-in Hybrid diesel/electric;not specified;PC PHEV;81889.02344;4.11048E-05;0;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;155965;PC PHEV diesel Euro-6ab_(D);Plug-in Hybrid diesel/electric;not specified;PC D Euro-6ab;81889.02344;4.11048E-05;75.46807098;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;155957;PC PHEV diesel Euro-6d_(El);Plug-in Hybrid diesel/electric;not specified;PC PHEV;28318.78125;8.30709E-05;0;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;155958;PC PHEV diesel Euro-6d_(D);Plug-in Hybrid diesel/electric;not specified;PC D Euro-6ab;28318.78125;8.30709E-05;74.98449707;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;161922;PC LPG/petrol Euro-2_(P);bifuel LPG/petrol;not specified;PC P Euro-2;237678.8594;1.1714E-06;123.5633774;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;161932;PC LPG/petrol Euro-3_(P);bifuel LPG/petrol;not specified;PC P Euro-3;218542.3906;7.41075E-06;151.4473724;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;161942;PC LPG/petrol Euro-4_(P);bifuel LPG/petrol;not specified;PC P Euro-4;168958.2813;7.69436E-05;186.8726196;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;161952;PC LPG/petrol Euro-5_(P);bifuel LPG/petrol;not specified;PC P Euro-5;153128.6719;4.32505E-05;121.0967865;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,9-10h,1-2km;161962;PC LPG/petrol Euro-6_(P);bifuel LPG/petrol;not specified;PC P Euro-6ab;38473.07422;3.69473E-05;117.7368011;95.39037323;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;111904;PC petrol ECE-15'04;petrol (4S);not specified;PC P Euro-0;220604.8594;7.97233E-05;143.1040955;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;210318.5938;0.001219307;121.7103958;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;111920;PC petrol Euro-2;petrol (4S);not specified;PC P Euro-2;196643.7813;0.008536982;140.4674988;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;111930;PC petrol Euro-3;petrol (4S);not specified;PC P Euro-3;175838.9844;0.019227868;172.1661682;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;111940;PC petrol Euro-4;petrol (4S);not specified;PC P Euro-4;145779.25;0.031943236;224.7359467;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;111950;PC petrol Euro-5;petrol (4S);not specified;PC P Euro-5;106131.7969;0.058916871;149.7889709;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;111961;PC petrol Euro-6ab;petrol (4S);not specified;PC P Euro-6ab;66197.00781;0.082369171;149.7889709;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;111965;PC petrol Euro-6c;petrol (4S);not specified;PC P Euro-6cd;43431.35938;0.043270264;149.7889709;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;111968;PC petrol Euro-6d;petrol (4S);not specified;PC P Euro-6cd;19861.0625;0.064392313;145.6328888;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;121909;PC diesel 1986-1988;diesel;not specified;PC D Euro-0;406572.9063;3.87844E-05;118.2342148;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;121910;PC diesel Euro-1;diesel;not specified;PC D Euro-1;377537.25;0.001675499;108.4313736;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;121921;PC diesel Euro-2 (DPF);diesel;not specified;PC D Euro-2;336490.3125;0.006963221;105.1443558;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;284639.1563;7.01486E-18;86.10173798;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;121931;PC diesel Euro-3 (DPF);diesel;not specified;PC D Euro-3 (DPF);284639.1563;0.041854195;86.10179138;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;121940;PC diesel Euro-4;diesel;not specified;PC D Euro-4;222993.3906;1.82862E-09;81.79093933;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;121941;PC diesel Euro-4 (DPF);diesel;not specified;PC D Euro-4 (DPF);222993.3906;0.163578942;81.79093933;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;121950;PC diesel Euro-5;diesel;not specified;PC D Euro-5;159892.3125;0.193180934;83.95001221;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;121965;PC diesel Euro-6c;diesel;not specified;PC D Euro-6c;57040.42969;0.048191596;83.95001221;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;121955;PC diesel Euro-6ab;diesel;not specified;PC D Euro-6ab;94579.64063;0.114155054;83.95001221;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;121969;PC diesel Euro-6d;diesel;not specified;PC D Euro-6d;25846.60352;0.070998907;83.95001221;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;121953;PC diesel Euro-5 EA189 after software update;diesel;not specified;PC D Euro-5;159892.3125;0.02608707;83.41208649;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;132942;PC CNG/petrol Euro-4_(P);bifuel CNG/petrol;not specified;PC P Euro-4;182447.9688;1.31756E-06;218.500351;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;132952;PC CNG/petrol Euro-5_(P);bifuel CNG/petrol;not specified;PC P Euro-5;137575.3594;7.67932E-07;145.6328888;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;132962;PC CNG/petrol Euro-6_(P);bifuel CNG/petrol;not specified;PC P Euro-6ab;41605.75391;2.89897E-06;145.6328888;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;141942;PC FFV Euro-4 _(P);flex-fuel E85;not specified;PC P Euro-4;175884.0469;1.05755E-05;212.4377747;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;141952;PC FFV Euro-5 _(P);flex-fuel E85;not specified;PC P Euro-5;147831.0625;1.78275E-05;141.5921173;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;141962;PC FFV Euro-6 _(P);flex-fuel E85;not specified;PC P Euro-6ab;42676.96484;1.83909E-05;141.5921173;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;153901;PC BEV;electricity;not specified;PC BEV;43923.83594;0.010530412;0;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;154951;PC PHEV petrol Euro-5_(El);Plug-in Hybrid petrol/electric;not specified;PC PHEV;113248.4688;7.021E-05;0;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;154952;PC PHEV petrol Euro-5_(P);Plug-in Hybrid petrol/electric;not specified;PC P Euro-5;113248.4688;0.000105315;137.6634674;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;154964;PC PHEV petrol Euro-6ab_(El);Plug-in Hybrid petrol/electric;not specified;PC PHEV;63851.94922;0.00099195;0;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;154965;PC PHEV petrol Euro-6ab_(P);Plug-in Hybrid petrol/electric;not specified;PC P Euro-6ab;63851.94922;0.001487925;137.6634674;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;154957;PC PHEV petrol Euro-6d_(El);Plug-in Hybrid petrol/electric;not specified;PC PHEV;23187.92969;0.002043828;0;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;154958;PC PHEV petrol Euro-6d_(P);Plug-in Hybrid petrol/electric;not specified;PC P Euro-6ab;23187.92969;0.003065743;133.843811;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;155951;PC PHEV diesel Euro-5_(El);Plug-in Hybrid diesel/electric;not specified;PC PHEV;167474.75;9.8622E-06;0;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;155952;PC PHEV diesel Euro-5_(D);Plug-in Hybrid diesel/electric;not specified;PC D Euro-5;167474.75;9.8622E-06;82.87759399;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;155964;PC PHEV diesel Euro-6ab_(El);Plug-in Hybrid diesel/electric;not specified;PC PHEV;81889.02344;4.11048E-05;0;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;155965;PC PHEV diesel Euro-6ab_(D);Plug-in Hybrid diesel/electric;not specified;PC D Euro-6ab;81889.02344;4.11048E-05;83.41208649;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;155957;PC PHEV diesel Euro-6d_(El);Plug-in Hybrid diesel/electric;not specified;PC PHEV;28318.78125;8.30709E-05;0;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;155958;PC PHEV diesel Euro-6d_(D);Plug-in Hybrid diesel/electric;not specified;PC D Euro-6ab;28318.78125;8.30709E-05;82.87759399;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;161922;PC LPG/petrol Euro-2_(P);bifuel LPG/petrol;not specified;PC P Euro-2;237678.8594;1.1714E-06;136.5700378;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;161932;PC LPG/petrol Euro-3_(P);bifuel LPG/petrol;not specified;PC P Euro-3;218542.3906;7.41075E-06;167.3892059;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;161942;PC LPG/petrol Euro-4_(P);bifuel LPG/petrol;not specified;PC P Euro-4;168958.2813;7.69436E-05;206.5434265;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;161952;PC LPG/petrol Euro-5_(P);bifuel LPG/petrol;not specified;PC P Euro-5;153128.6719;4.32505E-05;133.843811;105.4314575;;;;;;
2021ParcAuto[4.1];pass. car;2021;REF F HB41;CO2(total);Urban;TØ,10-11h,1-2km;161962;PC LPG/petrol Euro-6_(P);bifuel LPG/petrol;not specified;PC P Euro-6ab;38473.07422;3.69473E-05;130.1301422;105.4314575;;;;;;
